,buyAmount,minBuyAmount,aggregatorName,datetime_received,3rd_party_response_success,chainId,systemName,slippageBps,taker,sellToken,buyToken,sellAmount,includeSources,excludeSources,sellAll,timeoutMS,method,url,buy_amount_norm,min_buy_amount_norm,sell_amount_norm,buy_amount_price,min_buy_amount_price,buy_symbol,sell_symbol,label,batch_id
0,149810819021698100000000,149758385235040505665000,Lifi,2025-09-24 02:21:05.322132+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x853d955aCEf822Db058eb8505911ED77F175b99e,150000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149810.8190216981,149758.3852350405,150000.0,0.9987387934779872,0.9983892349002701,FRAX,GHO,GHO -> FRAX,0
1,249206906770,249119684353,Lifi,2025-09-24 02:21:05.796750+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249206.90677,249119.684353,250000.0,0.9968276270800001,0.996478737412,USDC,GHO,GHO -> USDC,0
2,199860879721879515955200,199790928413976858124616,Lifi,2025-09-24 02:21:05.322217+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x853d955aCEf822Db058eb8505911ED77F175b99e,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199860.87972187952,199790.92841397686,200000.0,0.9993043986093976,0.9989546420698843,FRAX,USDC,USDC -> FRAX,0
3,149622630846564620000000,149570262925768322383000,Lifi,2025-09-24 02:21:05.322284+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,150000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149622.63084656463,149570.26292576833,150000.0,0.9974842056437642,0.9971350861717888,crvUSD,USDC,USDC -> crvUSD,0
4,249484417736,249397098190,Lifi,2025-09-24 02:21:05.322402+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,250000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,249484.417736,249397.09819,250000.0,0.997937670944,0.99758839276,USDC,USDT,USDT -> USDC,0
5,248836684879486594842624,248749592039778774534429,Lifi,2025-09-24 02:21:06.121855+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,248836.6848794866,248749.5920397788,250000.0,0.9953467395179464,0.9949983681591152,crvUSD,FRAX,FRAX -> crvUSD,0
6,49823434796,49805996594,Lifi,2025-09-24 02:21:05.322888+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xdAC17F958D2ee523a2206206994597C13D831ec7,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49823.434796,49805.996594,50000.0,0.99646869592,0.9961199318799999,USDT,GHO,GHO -> USDT,0
7,99674912897345599307776,99640026677831528348018,Lifi,2025-09-24 02:21:05.321646+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99674.9128973456,99640.02667783153,100000.0,0.9967491289734559,0.9964002667783153,USDe,USDT,USDT -> USDe,0
8,49768726079282654000000,49751307025154905071100,Lifi,2025-09-24 02:21:06.404625+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,50000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49768.72607928266,49751.3070251549,50000.0,0.9953745215856531,0.995026140503098,crvUSD,FRAX,FRAX -> crvUSD,0
9,199745126249657995000000,199675215455470614701750,Lifi,2025-09-24 02:21:09.635954+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x853d955aCEf822Db058eb8505911ED77F175b99e,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199745.126249658,199675.2154554706,200000.0,0.9987256312482901,0.998376077277353,FRAX,GHO,GHO -> FRAX,0
10,199576019108475547180993,199506167501787580739480,Lifi,2025-09-24 02:21:08.874590+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199576.01910847554,199506.16750178757,200000.0,0.9978800955423777,0.9975308375089378,GHO,crvUSD,crvUSD -> GHO,0
