,buyAmount,minBuyAmount,aggregatorName,datetime_received,3rd_party_response_success,chainId,systemName,slippageBps,taker,sellToken,buyToken,sellAmount,includeSources,excludeSources,sellAll,timeoutMS,method,url,buy_amount_norm,min_buy_amount_norm,sell_amount_norm,buy_amount_price,min_buy_amount_price,buy_symbol,sell_symbol,label,batch_id
0,99815560702,99780625256,Lifi,2025-09-23 19:48:53.318472+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99815.560702,99780.625256,100000.0,0.9981556070200001,0.99780625256,USDC,USDe,USDe -> USDC,0
1,99797683458,99762754269,Lifi,2025-09-23 19:48:53.206591+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99797.683458,99762.754269,100000.0,0.99797683458,0.99762754269,USDC,USDT,USDT -> USDC,0
2,199697336257806723000000,199627442190116490646950,Lifi,2025-09-23 19:48:53.458206+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199697.33625780672,199627.44219011648,200000.0,0.9984866812890336,0.9981372109505824,GHO,USDT,USDT -> GHO,0
3,198869064798599468000000,198799460625919958186200,Lifi,2025-09-23 19:48:53.509227+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,200000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,198869.06479859946,198799.46062591995,200000.0,0.9943453239929972,0.9939973031295998,USDe,FRAX,FRAX -> USDe,0
4,200047473153510130000000,199977456537906401454500,Lifi,2025-09-23 19:48:53.372739+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x853d955aCEf822Db058eb8505911ED77F175b99e,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,200047.47315351013,199977.4565379064,200000.0,1.0002373657675507,0.999887282689532,FRAX,USDT,USDT -> FRAX,0
5,49989602434144870000000,49972106073292919295500,Lifi,2025-09-23 19:48:53.244738+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x853d955aCEf822Db058eb8505911ED77F175b99e,50000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49989.60243414487,49972.10607329292,50000.0,0.9997920486828974,0.9994421214658583,FRAX,USDC,USDC -> FRAX,0
6,99741149249263848390656,99706239847026606043719,Lifi,2025-09-23 19:48:53.341161+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99741.14924926385,99706.2398470266,100000.0,0.9974114924926385,0.997062398470266,crvUSD,USDC,USDC -> crvUSD,0
7,49842320019561216212992,49824875207554369787317,Lifi,2025-09-23 19:48:53.510530+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,50000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49842.320019561215,49824.87520755437,50000.0,0.9968464003912243,0.9964975041510873,USDe,USDC,USDC -> USDe,0
8,199481819927437583056896,199412001290462979902826,Lifi,2025-09-23 19:48:53.947745+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199481.81992743758,199412.00129046297,200000.0,0.9974090996371879,0.9970600064523149,crvUSD,USDC,USDC -> crvUSD,0
9,149611342790400466223104,149558978820423826059926,Lifi,2025-09-23 19:48:55.445196+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,150000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,149611.34279040046,149558.97882042383,150000.0,0.9974089519360031,0.9970598588028255,crvUSD,USDC,USDC -> crvUSD,0
10,99801539443336562081792,99766608904531394285063,Lifi,2025-09-23 19:48:56.194563+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99801.53944333656,99766.6089045314,100000.0,0.9980153944333656,0.997666089045314,GHO,crvUSD,crvUSD -> GHO,0
11,49852087016,49834638786,Lifi,2025-09-23 19:48:57.471042+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0xdAC17F958D2ee523a2206206994597C13D831ec7,50000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,49852.087016,49834.638786,50000.0,0.9970417403199999,0.99669277572,USDT,USDC,USDC -> USDT,0
12,199597107674,199527248686,Lifi,2025-09-23 19:48:58.755932+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0xdAC17F958D2ee523a2206206994597C13D831ec7,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,200000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,199597.107674,199527.248686,200000.0,0.99798553837,0.99763624343,USDC,USDT,USDT -> USDC,0
13,250105854702247647117312,250018317653101860440821,Lifi,2025-09-23 19:48:59.981372+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x853d955aCEf822Db058eb8505911ED77F175b99e,250000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,250105.85470224766,250018.31765310187,250000.0,1.0004234188089907,1.0000732706124076,FRAX,USDe,USDe -> FRAX,0
14,99503378721425740000000,99468552538873240991000,Lifi,2025-09-23 19:49:01.315869+00:00,True,1,gen3,3.5,0x000000000000000000000000000000000000dEaD,0x853d955aCEf822Db058eb8505911ED77F175b99e,0xf939E0A03FB07F59A73314E73794Be0E57ac1b4E,100000000000000000000000,,Bebop,True,20000,POST,https://swaps-pricing.tokemaklabs.com/swap-quote-v2,99503.37872142575,99468.55253887325,100000.0,0.9950337872142575,0.9946855253887324,crvUSD,FRAX,FRAX -> crvUSD,0
